"region","lender","sector","year","total_amount_usd","number_transactions"
"Middle Africa","IFC","Utilities",2022,560000,3
"Middle Africa","IFC","Utilities",2023,5e+06,1
"Middle Africa","IFC","Utilities",2024,1868402,2
"Middle Africa","KFW","Consumer Discretionary",2023,18681318.6813187,1
"Middle Africa","KFW","Consumer Staples",2023,109522312.470139,5
"Middle Africa","KFW","Financials",2023,30789010.989011,3
"Middle Africa","KFW","Health Care",2023,68131868.1318681,5
"Middle Africa","KFW","Industrials",2023,238161872.909699,18
"Middle Africa","KFW","Industrials",2024,16304347.826087,1
"Middle Africa","KFW","Public",2023,190769230.769231,14
"Middle Africa","KFW","Public",2024,5434782.60869565,1
"Middle Africa","KFW","Utilities",2023,212087912.087912,9
"Middle Africa","KFW","Utilities",2024,11956521.7391304,1
"Middle Africa","MIGA","Communication Services",2012,6500000,1
"Middle Africa","MIGA","Communication Services",2013,94600000,1
"Middle Africa","MIGA","Communication Services",2015,30200000,1
"Middle Africa","MIGA","Consumer Discretionary",2016,74700000,1
"Middle Africa","MIGA","Consumer Discretionary",2021,78900000,1
"Middle Africa","MIGA","Consumer Staples",2011,2300000,1
"Middle Africa","MIGA","Financials",2010,8700000,2
"Middle Africa","MIGA","Financials",2015,40500000,1
"Middle Africa","MIGA","Health Care",2013,7500000,1
"Middle Africa","MIGA","Industrials",2010,1.68e+08,1
"Middle Africa","MIGA","Industrials",2011,5600000,1
"Middle Africa","MIGA","Industrials",2023,6.1e+07,1
"Middle Africa","MIGA","Industrials",2024,72580645.1612903,1
"Middle Africa","MIGA","Information Technology",2011,11100000,1
"Middle Africa","MIGA","Materials",2013,8e+08,1
"Middle Africa","MIGA","Materials",2015,7e+07,1
"Middle Africa","MIGA","Utilities",2013,562700000,1
"Middle Africa","MIGA","Utilities",2014,289700000,3
"Middle Africa","MIGA","Utilities",2015,50400000,1
"Middle Africa","MIGA","Utilities",2018,193529411.764706,1
"Middle Africa","MIGA","Utilities",2019,2900000,1
"Middle Africa","MIGA","Utilities",2020,16250000,1
"Middle Africa","MIGA","Utilities",2021,80419047.6190476,2
"Middle Africa","OFID","Consumer Discretionary",2013,1e+05,1
"Middle Africa","OFID","Consumer Discretionary",2014,250000,1
"Middle Africa","OFID","Consumer Discretionary",2015,6e+06,1
"Middle Africa","OFID","Consumer Discretionary",2018,40000,1
"Middle Africa","OFID","Consumer Discretionary",2022,1.1e+07,1
"Middle Africa","OFID","Consumer Staples",2010,1200000,1
"Middle Africa","OFID","Consumer Staples",2011,0,1
"Middle Africa","OFID","Consumer Staples",2012,5e+06,1
"Middle Africa","OFID","Consumer Staples",2014,1e+07,1
"Middle Africa","OFID","Consumer Staples",2015,21710000,1
"Middle Africa","OFID","Consumer Staples",2016,7700000,2
"Middle Africa","OFID","Consumer Staples",2018,24970000,1
"Middle Africa","OFID","Consumer Staples",2019,1.5e+07,1
"Middle Africa","OFID","Consumer Staples",2020,32570000,2
"Middle Africa","OFID","Consumer Staples",2021,96660000,5
"Middle Africa","OFID","Consumer Staples",2024,2.5e+07,1
"Middle Africa","OFID","Financials",2016,24970000,1
"Middle Africa","OFID","Health Care",2010,6e+06,1
"Middle Africa","OFID","Health Care",2012,5e+06,1
"Middle Africa","OFID","Health Care",2013,6e+05,1
"Middle Africa","OFID","Industrials",2010,22500000,1
"Middle Africa","OFID","Industrials",2011,1e+07,1
"Middle Africa","OFID","Industrials",2012,2e+07,2
"Middle Africa","OFID","Industrials",2014,1.8e+07,1
"Middle Africa","OFID","Public",2014,7e+06,1
"Middle Africa","OFID","Utilities",2011,10200000,3
"Middle Africa","OFID","Utilities",2013,2e+05,1
"Middle Africa","OFID","Utilities",2014,3490000,2
"Middle Africa","OFID","Utilities",2016,1.3e+07,1
"Middle Africa","OFID","Utilities",2018,54280000,1
"Middle Africa","OFID","Utilities",2019,3e+07,1
"Middle Africa","Proparco","Consumer Staples",2023,434782.608695652,1
"Middle Africa","Proparco","Financials",2016,358247.727272727,1
"Middle Africa","Proparco","Financials",2017,3571426.19047619,1
"Middle Africa","Proparco","Financials",2020,22572181.1176628,2
"Middle Africa","Proparco","Financials",2021,13115476.5285277,4
"Middle Africa","Proparco","Financials",2022,42882765.0781351,6
"Middle Africa","Proparco","Financials",2023,10752688.172043,1
"Middle Africa","Proparco","Financials",2024,21739130.4347826,1
"Middle Africa","Proparco","Industrials",2016,36111111.1111111,1
"Middle Africa","Proparco","Industrials",2018,20753086.4197531,1
"Middle Africa","Proparco","Industrials",2020,80635280.7714124,2
"Middle Africa","Proparco","Industrials",2021,121951.219512195,1
"Middle Africa","Proparco","Utilities",2018,68181818.1818182,1
"Middle Africa","Proparco","Utilities",2021,28818455.6407448,3
"Middle Africa","Proparco","Utilities",2022,28977.2727272727,1
"Middle Africa","Proparco","Utilities",2023,2173913.04347826,2
"Middle Africa","USEXIM","Industrials",2022,7.4e+07,1
"Middle Africa","USEXIM","Industrials",2023,3.63e+08,1
"Middle Africa","USEXIM","Utilities",2023,9e+08,1
"N/A","AFDB","Communication Services",2016,8777777.77777778,2
"N/A","AFDB","Communication Services",2022,10436284.6379108,2
"N/A","AFDB","Consumer Discretionary",2011,15496442.191067,2
"N/A","AFDB","Consumer Discretionary",2014,387308.176470588,1
"N/A","AFDB","Consumer Staples",2011,790129.075757576,1
"N/A","AFDB","Consumer Staples",2012,61384615.3846154,1
"N/A","AFDB","Consumer Staples",2014,14925373.1343284,1
"N/A","AFDB","Consumer Staples",2017,41428571.4285714,1
"N/A","AFDB","Consumer Staples",2021,188773912.464789,3
"N/A","AFDB","Consumer Staples",2022,5556627.43584796,2
"N/A","AFDB","Financials",2010,2084477.75384615,2
"N/A","AFDB","Financials",2011,845064.03003663,3
"N/A","AFDB","Financials",2013,1023767.03030303,1
"N/A","AFDB","Financials",2014,254099911.802036,2
"N/A","AFDB","Financials",2015,7e+06,1
"N/A","AFDB","Financials",2016,44327311.9864865,1
"N/A","AFDB","Financials",2017,77982122.1267606,1
"N/A","AFDB","Financials",2018,82659547.8115942,1
"N/A","AFDB","Financials",2019,255186199.111111,2
"N/A","AFDB","Financials",2020,104184768.767123,2
"N/A","AFDB","Financials",2022,105711765.239437,2
"N/A","AFDB","Health Care",2020,0,2
"N/A","AFDB","Health Care",2022,10563380.2816901,2
"N/A","AFDB","Industrials",2010,10814582.0564381,3
"N/A","AFDB","Industrials",2011,2323486.07692308,1
"N/A","AFDB","Industrials",2012,30769230.7692308,1
"N/A","AFDB","Industrials",2014,14705882.3529412,1
"N/A","AFDB","Industrials",2016,3760563.38028169,1
"N/A","AFDB","Industrials",2017,2698445.08108108,1
"N/A","AFDB","Industrials",2018,1449275.36231884,1
"N/A","AFDB","Industrials",2019,0,1
"N/A","AFDB","Industrials",2020,6849315.06849315,1
"N/A","AFDB","Industrials",2021,7042253.52112676,1
"N/A","AFDB","Industrials",2022,6666666.66666667,1
"N/A","AFDB","Industrials",2023,19414414.4144144,3
"N/A","AFDB","Materials",2012,1093395.90909091,1
"N/A","AFDB","Materials",2022,27432432.4324324,1
"N/A","AFDB","Public",2010,1194098560.9613,6
"N/A","AFDB","Public",2011,45016.8463942308,2
"N/A","AFDB","Public",2013,1027076923.07692,2
"N/A","AFDB","Public",2014,6768726.62112514,4
"N/A","AFDB","Public",2015,7042253.52112676,1
"N/A","AFDB","Public",2016,4208450.70422535,2
"N/A","AFDB","Public",2018,0,1
"N/A","AFDB","Public",2020,2004760.69863014,1
"N/A","AFDB","Public",2022,19882629.1079812,3
"N/A","AFDB","Utilities",2012,804804.676923077,1
"N/A","AFDB","Utilities",2013,2989625.98554779,2
"N/A","AFDB","Utilities",2015,0,1
"N/A","AFDB","Utilities",2016,51520749.4003604,3
"N/A","AFDB","Utilities",2018,20848709.2638889,1
"N/A","AFDB","Utilities",2019,30844665.7534247,1
"N/A","AFDB","Utilities",2020,7878525.29941292,2
"N/A","AFDB","Utilities",2021,10542857.1428571,4
"N/A","AFDB","Utilities",2022,1958904.10958904,1
"N/A","AFDB","Utilities",2023,9977777.5,1
"N/A","BOAD","Consumer Staples",2017,16059613.2845121,1
"N/A","BOAD","Financials",2013,2599152.1058679,1
"N/A","BOAD","Financials",2016,19795447.0471791,2
"N/A","BOAD","Financials",2018,24409063.3098586,4
"N/A","BOAD","Financials",2019,1397292.09645823,1
"N/A","BOAD","Financials",2023,3782316.48488218,1
"N/A","BOAD","Real Estate",2013,10360332.3594621,1
"N/A","BOAD","Utilities",2013,10360332.3594621,1
"N/A","DFC","Financials",2011,3999124,1
"N/A","DFC","Financials",2013,5e+07,1
"N/A","DFC","Financials",2016,8309010,2
"N/A","DFC","Financials",2017,8e+07,2
"N/A","DFC","Financials",2018,1.05e+08,2
"N/A","DFC","Financials",2019,5e+07,1
"N/A","DFC","Financials",2020,2.5e+08,1
"N/A","DFC","Financials",2022,1.9e+08,6
"N/A","DFC","Financials",2023,206086250,9
"N/A","DFC","Health Care",2020,1350000,1
"N/A","DFC","Materials",2023,2.4e+07,1
"N/A","DFC","Utilities",2022,4e+07,2
"N/A","EBRD","Financials",2012,25974025.974026,1
"N/A","EIB","Communication Services",2015,1685393.25842697,1
"N/A","EIB","Consumer Discretionary",2015,1685393.25842697,1
"N/A","EIB","Consumer Discretionary",2023,6793478.26086957,1
"N/A","EIB","Consumer Staples",2016,19275956.1797753,1
"N/A","EIB","Consumer Staples",2018,30097817.9135802,1
"N/A","EIB","Energy",2015,13483146.0674157,1
"N/A","EIB","Financials",2010,93909430.1369863,2
"N/A","EIB","Financials",2011,20270270.2702703,1
"N/A","EIB","Financials",2012,25330923.6842105,1
"N/A","EIB","Financials",2013,13333333.3333333,1
"N/A","EIB","Financials",2015,65235332.9771162,3
"N/A","EIB","Financials",2016,56179775.2808989,1
"N/A","EIB","Financials",2017,189872318.912969,6
"N/A","EIB","Financials",2018,299484816.507608,2
"N/A","EIB","Financials",2019,51667795.5168539,1
"N/A","EIB","Financials",2020,62605959.4694678,2
"N/A","EIB","Financials",2021,22058823.5294118,2
"N/A","EIB","Financials",2022,301014362.074043,3
"N/A","EIB","Financials",2023,80654759.8093495,4
"N/A","EIB","Financials",2024,25424694.5652174,1
"N/A","EIB","Health Care",2015,3370786.51685393,1
"N/A","EIB","Health Care",2017,4572072.31914894,2
"N/A","EIB","Health Care",2020,58823529.4117647,1
"N/A","EIB","Health Care",2023,6793478.26086957,1
"N/A","EIB","Health Care",2024,143478260.869565,2
"N/A","EIB","Industrials",2011,115942028.985507,2
"N/A","EIB","Industrials",2015,11224719.1011236,3
"N/A","EIB","Industrials",2021,882352.941176471,1
"N/A","EIB","Utilities",2013,4150684.93150685,1
"N/A","EIB","Utilities",2014,57600000,1
"N/A","EIB","Utilities",2015,13622063.3299285,2
"N/A","EIB","Utilities",2017,36211828.8352941,1
"N/A","EIB","Utilities",2018,87209302.3255814,1
"N/A","EIB","Utilities",2019,5617977.52808989,1
"N/A","EIB","Utilities",2020,10456149.5238095,1
"N/A","EIB","Utilities",2021,71428571.4285714,1
"N/A","EIB","Utilities",2022,55159775.3157895,1
"N/A","EIB","Utilities",2023,17204301.0752688,2
"N/A","EIB","Utilities",2024,5e+07,1
"N/A","FMO","Consumer Staples",2013,2e+07,1
"N/A","FMO","Consumer Staples",2018,127506.014434643,3
"N/A","FMO","Consumer Staples",2019,3.3e+07,3
"N/A","FMO","Consumer Staples",2023,205246.366536689,2
"N/A","FMO","Consumer Staples",2024,1e+08,1
"N/A","FMO","Financials",2010,7530000,1
"N/A","FMO","Financials",2012,20448051.9480519,3
"N/A","FMO","Financials",2013,2e+07,1
"N/A","FMO","Financials",2014,67051282.051282,2
"N/A","FMO","Financials",2015,2.4e+07,1
"N/A","FMO","Financials",2016,10989010.989011,1
"N/A","FMO","Financials",2017,28847058.8235294,4
"N/A","FMO","Financials",2019,22556179.7752809,5
"N/A","FMO","Financials",2020,30595238.0952381,3
"N/A","FMO","Financials",2021,54217227.4746419,7
"N/A","FMO","Financials",2022,122977411.95007,5
"N/A","FMO","Financials",2023,54361721.2816304,9
"N/A","FMO","Financials",2024,7e+07,2
"N/A","FMO","Industrials",2023,31914.8936170213,1
"N/A","FMO","Information Technology",2024,43478.2608695652,1
"N/A","FMO","Public",2019,280898.876404494,1
"N/A","FMO","Public",2020,609756.097560976,1
"N/A","FMO","Public",2021,561797.752808989,1
"N/A","FMO","Utilities",2016,66666.6666666667,1
"N/A","FMO","Utilities",2017,32833241.7817165,6
"N/A","FMO","Utilities",2019,16931818.1818182,3
"N/A","FMO","Utilities",2020,11764705.8823529,1
"N/A","FMO","Utilities",2021,9638554.21686747,1
"N/A","FMO","Utilities",2022,204081.632653061,1
"N/A","FMO","Utilities",2023,48369565.2173913,5
"N/A","IBRD","Industrials",2016,19900000,1
"N/A","IDA","Consumer Staples",2016,254943.13,4
"N/A","IDA","Health Care",2010,18096.34,1
"N/A","IDA","Health Care",2011,28555195.55,3
"N/A","IDA","Health Care",2012,15441225.57,2
"N/A","IDA","Health Care",2013,878217.61,1
"N/A","IDA","Health Care",2015,5e+07,1
"N/A","IDA","Industrials",2016,8154185.46,5
"N/A","IDA","Public",2012,1.5e+07,1
"N/A","IDA","Public",2013,6.5e+07,1
"N/A","IDA","Public",2020,2622.76,1
"N/A","IDA","Utilities",2012,6e+07,1
"N/A","IDA","Utilities",2019,2182570.98,3
"N/A","IFC","Communication Services",2020,2e+07,1
"N/A","IFC","Communication Services",2021,1.74e+08,2
"N/A","IFC","Communication Services",2022,6e+07,1
"N/A","IFC","Communication Services",2023,18040000,2
"N/A","IFC","Consumer Discretionary",2021,1e+08,1
"N/A","IFC","Consumer Discretionary",2023,1.4e+07,1
"N/A","IFC","Consumer Staples",2014,1970000,1
"N/A","IFC","Consumer Staples",2015,4416925,3
"N/A","IFC","Consumer Staples",2019,2.5e+07,1
"N/A","IFC","Consumer Staples",2020,1e+07,1
"N/A","IFC","Consumer Staples",2021,58320000,3
"N/A","IFC","Consumer Staples",2022,9e+07,2
"N/A","IFC","Consumer Staples",2023,7200000,1
"N/A","IFC","Consumer Staples",2024,1,1
"N/A","IFC","Energy",2023,4e+07,1
"N/A","IFC","Financials",2012,4994746,1
"N/A","IFC","Financials",2014,15846000,2
"N/A","IFC","Financials",2015,22100000,2
"N/A","IFC","Financials",2016,42290000,2
"N/A","IFC","Financials",2017,309083088,4
"N/A","IFC","Financials",2018,3.15e+08,4
"N/A","IFC","Financials",2019,70095000,5
"N/A","IFC","Financials",2020,8.5e+07,2
"N/A","IFC","Financials",2021,158415000,8
"N/A","IFC","Financials",2022,1e+08,1
"N/A","IFC","Financials",2023,165500000,8
"N/A","IFC","Financials",2024,173790322.580645,2
"N/A","IFC","Health Care",2014,1776944,2
"N/A","IFC","Health Care",2015,6750000,1
"N/A","IFC","Health Care",2019,16175000,2
"N/A","IFC","Health Care",2020,750000,1
"N/A","IFC","Health Care",2021,150000,1
"N/A","IFC","Health Care",2022,22580000,2
"N/A","IFC","Health Care",2023,76880000,1
"N/A","IFC","Industrials",2014,15769872,3
"N/A","IFC","Industrials",2015,4398776,2
"N/A","IFC","Industrials",2016,650000,1
"N/A","IFC","Industrials",2021,3100000,1
"N/A","IFC","Industrials",2022,72900000,1
"N/A","IFC","Industrials",2024,937500,1
"N/A","IFC","Information Technology",2021,9e+07,1
"N/A","IFC","Information Technology",2024,1e+08,1
"N/A","IFC","Materials",2021,1e+08,1
"N/A","IFC","Materials",2023,108530000,1
"N/A","IFC","Public",2014,1744000,3
"N/A","IFC","Public",2016,2516603,1
"N/A","IFC","Public",2020,2001780,1
"N/A","IFC","Real Estate",2015,40500000,1
"N/A","IFC","Real Estate",2023,17500000,1
"N/A","IFC","Utilities",2015,2.5e+07,1
"N/A","IFC","Utilities",2016,50900000,2
"N/A","IFC","Utilities",2021,0,1
"N/A","IFC","Utilities",2023,139300000,3
"N/A","KFW","Consumer Discretionary",2023,118681318.681319,5
"N/A","KFW","Consumer Staples",2023,144230769.230769,5
"N/A","KFW","Financials",2023,860031868.131868,32
"N/A","KFW","Health Care",2023,13428571.4285714,1
"N/A","KFW","Industrials",2023,27472527.4725275,1
"N/A","KFW","Public",2023,124725274.725275,6
"N/A","KFW","Utilities",2023,80109890.1098901,5
"N/A","OFID","Communication Services",2013,32570000,1
"N/A","OFID","Consumer Discretionary",2015,5e+06,1
"N/A","OFID","Consumer Staples",2011,20000,1
"N/A","OFID","Consumer Staples",2017,3.2e+07,3
"N/A","OFID","Financials",2010,60400000,3
"N/A","OFID","Financials",2011,3.5e+07,2
"N/A","OFID","Financials",2012,96710000,3
"N/A","OFID","Financials",2013,6e+07,1
"N/A","OFID","Financials",2014,5e+06,1
"N/A","OFID","Financials",2015,1.5e+07,1
"N/A","OFID","Financials",2016,1.8e+07,1
"N/A","OFID","Financials",2017,8e+07,2
"N/A","OFID","Financials",2020,5e+07,1
"N/A","OFID","Financials",2021,8e+07,1
"N/A","OFID","Financials",2022,134540000,3
"N/A","OFID","Financials",2023,2e+07,1
"N/A","OFID","Materials",2017,8e+06,1
"N/A","OFID","Utilities",2012,10000,1
"N/A","OFID","Utilities",2018,70000,1
"N/A","Proparco","Financials",2017,2.5e+07,1
"N/A","Proparco","Financials",2019,35046647.1910112,1
"N/A","Proparco","Financials",2021,53461774.7872944,2
"Northern Africa","AFDB","Communication Services",2013,1633422.16666667,1
"Northern Africa","AFDB","Consumer Discretionary",2011,735009.375,1
"Northern Africa","AFDB","Consumer Discretionary",2012,176211.446153846,1
"Northern Africa","AFDB","Consumer Discretionary",2013,1191692.30769231,1
"Northern Africa","AFDB","Consumer Discretionary",2015,0,1
"Northern Africa","AFDB","Consumer Discretionary",2017,0,1
"Northern Africa","AFDB","Consumer Discretionary",2018,1000460.20833333,1
"Northern Africa","AFDB","Consumer Discretionary",2024,128054254.026316,1
"Northern Africa","AFDB","Consumer Staples",2011,772187.5,1
"Northern Africa","AFDB","Consumer Staples",2012,130908259.586247,4
"Northern Africa","AFDB","Consumer Staples",2013,28770754.1076923,2
"Northern Africa","AFDB","Consumer Staples",2015,140568205.681925,4
"Northern Africa","AFDB","Consumer Staples",2016,0,2
"Northern Africa","AFDB","Consumer Staples",2017,0,1
"Northern Africa","AFDB","Consumer Staples",2018,312480433.999206,4
"Northern Africa","AFDB","Consumer Staples",2019,63324645.1944444,2
"Northern Africa","AFDB","Consumer Staples",2020,144592684.517884,4
"Northern Africa","AFDB","Consumer Staples",2021,160317856.594086,5
"Northern Africa","AFDB","Consumer Staples",2022,463048795.670144,6
"Northern Africa","AFDB","Consumer Staples",2023,174417867.386667,4
"Northern Africa","AFDB","Consumer Staples",2024,89637977.8157895,1
"Northern Africa","AFDB","Energy",2010,489048918.630769,3
"Northern Africa","AFDB","Energy",2014,85489083.0461538,1
"Northern Africa","AFDB","Energy",2015,0,1
"Northern Africa","AFDB","Financials",2010,956943.75,2
"Northern Africa","AFDB","Financials",2011,328708186.065724,4
"Northern Africa","AFDB","Financials",2012,1136363.63636364,1
"Northern Africa","AFDB","Financials",2013,1220135.3880597,2
"Northern Africa","AFDB","Financials",2014,120114060.313433,1
"Northern Africa","AFDB","Financials",2015,1255767.6056338,1
"Northern Africa","AFDB","Financials",2016,530151178.604642,4
"Northern Africa","AFDB","Financials",2017,520416.38028169,1
"Northern Africa","AFDB","Financials",2018,112685972.704225,2
"Northern Africa","AFDB","Financials",2019,581555530.527587,8
"Northern Africa","AFDB","Financials",2020,484563789.481216,5
"Northern Africa","AFDB","Financials",2021,143794595.810865,2
"Northern Africa","AFDB","Financials",2022,282204318.918919,3
"Northern Africa","AFDB","Financials",2023,242483869.6,4
"Northern Africa","AFDB","Health Care",2013,142958328.881585,2
"Northern Africa","AFDB","Health Care",2015,417426.76056338,1
"Northern Africa","AFDB","Health Care",2016,253521.126760563,1
"Northern Africa","AFDB","Health Care",2018,0,1
"Northern Africa","AFDB","Health Care",2020,472263.944444444,1
"Northern Africa","AFDB","Health Care",2023,265093776.933333,2
"Northern Africa","AFDB","Industrials",2010,666099160.178467,4
"Northern Africa","AFDB","Industrials",2011,178515803.273562,3
"Northern Africa","AFDB","Industrials",2012,1784559.98508159,3
"Northern Africa","AFDB","Industrials",2013,5625357.15515082,6
"Northern Africa","AFDB","Industrials",2014,1230769.23076923,1
"Northern Africa","AFDB","Industrials",2015,6309164.14695479,10
"Northern Africa","AFDB","Industrials",2016,117718668.305556,2
"Northern Africa","AFDB","Industrials",2017,209255102.055556,2
"Northern Africa","AFDB","Industrials",2018,4638346.84722222,4
"Northern Africa","AFDB","Industrials",2019,109290023.589041,2
"Northern Africa","AFDB","Industrials",2020,197277634.410959,1
"Northern Africa","AFDB","Industrials",2021,285013273.380078,4
"Northern Africa","AFDB","Industrials",2022,100998851.315068,2
"Northern Africa","AFDB","Industrials",2023,605635687.866667,5
"Northern Africa","AFDB","Information Technology",2018,0,1
"Northern Africa","AFDB","Materials",2011,295191100.809524,1
"Northern Africa","AFDB","Materials",2017,50586460.0704225,1
"Northern Africa","AFDB","Materials",2018,200017601.555556,1
"Northern Africa","AFDB","Materials",2019,253506402.660198,2
"Northern Africa","AFDB","Materials",2023,150188276.026316,1
"Northern Africa","AFDB","Public",2010,203949009.286307,4
"Northern Africa","AFDB","Public",2011,586676155.698413,2
"Northern Africa","AFDB","Public",2012,633139999.729604,8
"Northern Africa","AFDB","Public",2013,160577518.158164,15
"Northern Africa","AFDB","Public",2014,7476761.02852705,6
"Northern Africa","AFDB","Public",2015,318271589.87538,3
"Northern Africa","AFDB","Public",2016,345018727.045383,4
"Northern Africa","AFDB","Public",2017,139189626.591549,2
"Northern Africa","AFDB","Public",2018,196140.957746479,3
"Northern Africa","AFDB","Public",2019,0,1
"Northern Africa","AFDB","Public",2021,498898600.242857,2
"Northern Africa","AFDB","Public",2023,191374492.18,3
"Northern Africa","AFDB","Utilities",2010,602122565.047302,3
"Northern Africa","AFDB","Utilities",2011,117637161.409812,5
"Northern Africa","AFDB","Utilities",2012,735573909.50676,7
"Northern Africa","AFDB","Utilities",2013,315375.384615385,1
"Northern Africa","AFDB","Utilities",2014,116696695.224972,3
"Northern Africa","AFDB","Utilities",2015,805807046.351917,5
"Northern Africa","AFDB","Utilities",2016,87846467.1621622,5
"Northern Africa","AFDB","Utilities",2017,171561766.760563,8
"Northern Africa","AFDB","Utilities",2018,84378957.375,3
"Northern Africa","AFDB","Utilities",2019,411922027.200342,5
"Northern Africa","AFDB","Utilities",2020,254754742.513889,1
"Northern Africa","AFDB","Utilities",2021,244376155.758181,7
"Northern Africa","AFDB","Utilities",2022,27334142.6689709,4
"Northern Africa","AFDB","Utilities",2023,101895246.117018,3
"Northern Africa","DFC","Financials",2012,2.75e+08,2
"Northern Africa","DFC","Financials",2013,7.5e+07,2
"Northern Africa","DFC","Financials",2015,37500000,3
"Northern Africa","DFC","Financials",2018,12500000,1
"Northern Africa","DFC","Financials",2019,17777000,2
"Northern Africa","DFC","Financials",2022,56882500,4
"Northern Africa","DFC","Industrials",2019,69030,1
"Northern Africa","DFC","Industrials",2022,4e+06,2
"Northern Africa","DFC","Industrials",2023,16800000,2
"Northern Africa","DFC","Utilities",2019,83900000,1
"Northern Africa","DFC","Utilities",2022,5e+07,1
"Northern Africa","DFC","Utilities",2023,1.5e+07,3
"Northern Africa","EBRD","Consumer Discretionary",2012,24590163.9344262,1
"Northern Africa","EBRD","Consumer Discretionary",2019,98901098.9010989,3
"Northern Africa","EBRD","Consumer Discretionary",2020,1.2e+07,1
"Northern Africa","EBRD","Consumer Discretionary",2022,13483146.0674157,1
"Northern Africa","EBRD","Consumer Discretionary",2024,5e+07,1
"Northern Africa","EBRD","Consumer Staples",2012,19480519.4805195,1
"Northern Africa","EBRD","Consumer Staples",2013,137155297.532656,1
"Northern Africa","EBRD","Consumer Staples",2014,7e+07,2
"Northern Africa","EBRD","Consumer Staples",2017,4.4e+07,1
"Northern Africa","EBRD","Consumer Staples",2018,5.2e+07,1
"Northern Africa","EBRD","Consumer Staples",2019,5675954.59236326,1
"Northern Africa","EBRD","Consumer Staples",2020,3558718.86120996,1
"Northern Africa","EBRD","Consumer Staples",2021,11179125.8138198,2
"Northern Africa","EBRD","Consumer Staples",2022,179394736.842105,3
"Northern Africa","EBRD","Consumer Staples",2023,142779552.715655,2
"Northern Africa","EBRD","Energy",2013,1.1e+08,2
"Northern Africa","EBRD","Energy",2014,1.28e+08,2
"Northern Africa","EBRD","Energy",2017,2e+08,1
"Northern Africa","EBRD","Energy",2018,3.75e+08,2
"Northern Africa","EBRD","Energy",2019,2.8e+07,1
"Northern Africa","EBRD","Energy",2020,2.5e+08,1
"Northern Africa","EBRD","Financials",2012,24691358.0246914,1
"Northern Africa","EBRD","Financials",2013,214804804.804805,5
"Northern Africa","EBRD","Financials",2014,299024261.603375,7
"Northern Africa","EBRD","Financials",2017,416791220.276979,7
"Northern Africa","EBRD","Financials",2018,286351830.966511,7
"Northern Africa","EBRD","Financials",2019,325529148.960798,9
"Northern Africa","EBRD","Financials",2020,737108614.642703,10
"Northern Africa","EBRD","Financials",2021,452878531.493989,15
"Northern Africa","EBRD","Financials",2022,1.68e+08,7
"Northern Africa","EBRD","Financials",2023,280195054.945055,6
"Northern Africa","EBRD","Financials",2024,60805266.0575731,5
"Northern Africa","EBRD","Health Care",2018,2.4e+07,1
"Northern Africa","EBRD","Health Care",2020,1e+08,2
"Northern Africa","EBRD","Health Care",2021,16707317.0731707,1
"Northern Africa","EBRD","Health Care",2022,2.5e+07,1
"Northern Africa","EBRD","Industrials",2013,87837837.8378378,1
"Northern Africa","EBRD","Industrials",2014,2.03e+08,2
"Northern Africa","EBRD","Industrials",2015,326086956.521739,1
"Northern Africa","EBRD","Industrials",2016,318681318.681319,1
"Northern Africa","EBRD","Industrials",2017,309523809.52381,2
"Northern Africa","EBRD","Industrials",2018,2.5e+08,1
"Northern Africa","EBRD","Industrials",2020,180837811.431363,3
"Northern Africa","EBRD","Industrials",2021,40106660.03,1
"Northern Africa","EBRD","Industrials",2022,173500000,3
"Northern Africa","EBRD","Industrials",2023,2.2e+07,1
"Northern Africa","EBRD","Materials",2013,4e+07,2
"Northern Africa","EBRD","Materials",2017,1.1e+07,1
"Northern Africa","EBRD","Materials",2018,6e+07,1
"Northern Africa","EBRD","Materials",2022,28091846.2980319,2
"Northern Africa","EBRD","Materials",2023,8e+07,1
"Northern Africa","EBRD","Real Estate",2014,6e+07,1
"Northern Africa","EBRD","Real Estate",2019,1.5e+08,1
"Northern Africa","EBRD","Real Estate",2023,29941860.4651163,1
"Northern Africa","EBRD","Utilities",2012,74694374.6835443,1
"Northern Africa","EBRD","Utilities",2013,1.9e+08,1
"Northern Africa","EBRD","Utilities",2014,174324324.324324,2
"Northern Africa","EBRD","Utilities",2016,5e+08,1
"Northern Africa","EBRD","Utilities",2017,650609955.611921,18
"Northern Africa","EBRD","Utilities",2018,386641566.26506,3
"Northern Africa","EBRD","Utilities",2019,370632917.644154,5
"Northern Africa","EBRD","Utilities",2020,482266731.802638,4
"Northern Africa","EBRD","Utilities",2021,59943636.3636364,3
"Northern Africa","EBRD","Utilities",2022,1.52e+08,2
"Northern Africa","EBRD","Utilities",2023,221052631.578947,2
"Northern Africa","EBRD","Utilities",2024,263873913.043478,5
"Northern Africa","EIB","Communication Services",2016,112359550.561798,1
"Northern Africa","EIB","Consumer Discretionary",2011,35240000,2
"Northern Africa","EIB","Consumer Discretionary",2014,110829435.349148,2
"Northern Africa","EIB","Consumer Discretionary",2017,204948196.114709,5
"Northern Africa","EIB","Consumer Discretionary",2019,43478260.8695652,1
"Northern Africa","EIB","Consumer Discretionary",2020,130898876.404494,2
"Northern Africa","EIB","Consumer Staples",2017,39772727.2727273,1
"Northern Africa","EIB","Consumer Staples",2019,27777777.7777778,1
